TopicID,Parent,Sibling,Title,Description,TranslateTo,Links
vectorAddSubtractMultiplyWithNumber,vectors,5,"Vektoru summa, starpība, reizinājums ar skaitli","Vektoru summa, starpība, reizinājums ar skaitli, to īpašības",,https://problems.ru/view_by_subject_new.php?parent=461
vectorAuxiliaryProjections,vectors,6,Vektoru palīgprojekcijas,Vektoru palīgprojekcijas,,https://problems.ru/view_by_subject_new.php?parent=462
averagingMethod,vectors,7,Vidējošanas metode,Vidējošanas metode,,https://problems.ru/view_by_subject_new.php?parent=463
pseudoscalarProduct,vectors,8,Pseidoskalārais reizinājums,Pseidoskalārais reizinājums,,https://problems.ru/view_by_subject_new.php?parent=464
vectorsAsTool,vectors,9,Vektori kā palīglīdzeklis,Vektori kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=835
otherVectors,vectors,10,Citi uzdevumi par vektoriem,Citi uzdevumi par vektoriem,,https://problems.ru/view_by_subject_new.php?parent=465
basicStraightedgeAndCompass,geometricConstructions,1,Elementāras konstrukcijas ar cirkuli un lineālu,Elementāras konstrukcijas ar cirkuli un lineālu,,https://problems.ru/view_by_subject_new.php?parent=636
constructionOfInscribedAngle,geometricConstructions,2,Ievilkta leņķa konstrukcija,Ievilkta leņķa konstrukcija,,https://problems.ru/view_by_subject_new.php?parent=533
similarTrianglesAndHomothety,geometricConstructions,3,Līdzīgu trijstūru un homotētijas konstrukcija,Līdzīgu trijstūru un homotētijas konstrukcija,,https://problems.ru/view_by_subject_new.php?parent=534
triangleConstructionFromElements,geometricConstructions,4,Trijstūru konstrukcija pēc dažādiem elementiem,Trijstūru konstrukcija pēc dažādiem elementiem,,https://problems.ru/view_by_subject_new.php?parent=535
triangleConstructionFromPoints,geometricConstructions,5,Trijstūru konstrukcija pēc dažādiem punktiem,Trijstūru konstrukcija pēc dažādiem punktiem,,https://problems.ru/view_by_subject_new.php?parent=536
triangleConstructionOther,geometricConstructions,6,Cita trijstūru konstruēšana,Cita trijstūru konstruēšana,,https://problems.ru/view_by_subject_new.php?parent=537
quadrilateralConstruction,geometricConstructions,7,Četrstūru konstruēšana,Četrstūru konstruēšana,,https://problems.ru/view_by_subject_new.php?parent=538
circleConstructions,geometricConstructions,8,Riņķa līniju konstruēšana,Riņķa līniju konstruēšana,,https://problems.ru/view_by_subject_new.php?parent=539
apolloniusCircleConstruction,geometricConstructions,9,Apolonija riņķa līnija,Apolonija riņķa līnija,,https://problems.ru/view_by_subject_new.php?parent=540
unusualConstructions,geometricConstructions,10,Neparastas konstrukcijas,Neparastas konstrukcijas,,https://problems.ru/view_by_subject_new.php?parent=541
constructionsWithComputation,geometricConstructions,11,Konstrukcijas ar aprēķiniem,Konstrukcijas ar aprēķiniem,,https://problems.ru/view_by_subject_new.php?parent=668
otherConstructions,geometricConstructions,12,Citas konstrukcijas,Citas konstrukcijas,,https://problems.ru/view_by_subject_new.php?parent=546
constructionsWithStraightedgeOnly,unusualConstructions,1,Konstrukcijas tikai ar lineālu,Konstrukcijas tikai ar lineālu,,https://problems.ru/view_by_subject_new.php?parent=542
constructionsWithTwoSidedRuler,unusualConstructions,2,Konstrukcijas ar divpusēju lineālu,Konstrukcijas ar divpusēju lineālu,,https://problems.ru/view_by_subject_new.php?parent=543
constructionsWithRightAngle,unusualConstructions,3,Konstrukcijas ar taisnu leņķi,Konstrukcijas ar taisnu leņķi,,https://problems.ru/view_by_subject_new.php?parent=544
constructionsWithCompassOnly,unusualConstructions,4,Konstrukcijas tikai ar cirkuli,Konstrukcijas tikai ar cirkuli,,https://problems.ru/view_by_subject_new.php?parent=834
otherUnusualConstructions,unusualConstructions,5,Citas neparastas konstrukcijas,Citas neparastas konstrukcijas,,https://problems.ru/view_by_subject_new.php?parent=545
triangleExtremalProperties,geometricExtremes,1,Trijstūra ekstremālās īpašības,Trijstūra ekstremālās īpašības,,https://problems.ru/view_by_subject_new.php?parent=582
angleExtremalProperties,geometricExtremes,2,Leņķu ekstremālās īpašības,Leņķu ekstremālās īpašības,,https://problems.ru/view_by_subject_new.php?parent=585
quadrilateralExtremalProperties,geometricExtremes,3,Četrstūru ekstremālās īpašības,Četrstūru ekstremālās īpašības,,https://problems.ru/view_by_subject_new.php?parent=586
polygonExtremalProperties,geometricExtremes,4,Daudzstūru ekstremālās īpašības,Daudzstūru ekstremālās īpašības,,https://problems.ru/view_by_subject_new.php?parent=587
regularPolygonExtremalProperties,geometricExtremes,5,Regulāru daudzstūru ekstremālās īpašības,Regulāru daudzstūru ekstremālās īpašības,,https://problems.ru/view_by_subject_new.php?parent=588
circleExtremalProperties,geometricExtremes,6,Riņķa līniju un līklīniju ekstremālās īpašības,Riņķa līniju un līklīniju ekstremālās īpašības,,https://problems.ru/view_by_subject_new.php?parent=624
largestSmallestLength,geometricExtremes,7,Lielākais un mazākais garums,Lielākais un mazākais garums,,https://problems.ru/view_by_subject_new.php?parent=669
otherGeometricExtremes,geometricExtremes,8,Citas ekstremālās īpašības,Citas ekstremālās īpašības,,https://problems.ru/view_by_subject_new.php?parent=589
triangleExtremalPoints,triangleExtremalProperties,1,Trijstūra ekstrēmie punkti,Trijstūra ekstrēmie punkti,,https://problems.ru/view_by_subject_new.php?parent=583
otherTriangleExtremalProperties,triangleExtremalProperties,2,Citas trijstūra ekstrēmās īpašības,Citas trijstūra ekstrēmās īpašības,,https://problems.ru/view_by_subject_new.php?parent=584
convexPolygons,convexConcave,1,Izliekti daudzstūri,Izliekti daudzstūri,,https://problems.ru/view_by_subject_new.php?parent=560
concavePolygons,convexConcave,2,Ieliekti daudzstūri,Ieliekti daudzstūri,,https://problems.ru/view_by_subject_new.php?parent=562
hellyTheorem,convexConcave,3,Helli teorēma,Helli teorēma,,https://problems.ru/view_by_subject_new.php?parent=561
minkowskiAddition,convexConcave,4,Minkovska summa,Minkovska summa,,https://problems.ru/view_by_subject_new.php?parent=1082
otherConvexConcave,convexConcave,5,Citas izliektas un ieliektas figūras,Citas izliektas un ieliektas figūras,,
angleBisectorAsLocus,geometricLoci,1,Leņķa bisektrise kā ģeometriska vieta,Leņķa bisektrise kā ģeometriska vieta,,https://problems.ru/view_by_subject_new.php?parent=646
perpendicularBisectorAsLocus,geometricLoci,2,Vidusperpendikuls kā ģeometriska vieta,Vidusperpendikuls kā ģeometriska vieta,,https://problems.ru/view_by_subject_new.php?parent=647
lineOrSegmentAsLocus,geometricLoci,3,Taisne vai nogrieznis kā ģeometriska vieta,Taisne vai nogrieznis kā ģeometriska vieta,,https://problems.ru/view_by_subject_new.php?parent=548
circleOrArcAsLocus,geometricLoci,4,Riņķa līnija vai loks kā ģeometriska vieta,Riņķa līnija vai loks kā ģeometriska vieta,,https://problems.ru/view_by_subject_new.php?parent=549
equidistantPointsFromLine,geometricLoci,5,Punkti vienādā attālumā no dotās taisnes,Punkti vienādā attālumā no dotās taisnes,,https://problems.ru/view_by_subject_new.php?parent=616
inscribedAngleAsLocus,geometricLoci,6,Ievilkts leņķis kā ģeometriska vieta,Ievilkts leņķis kā ģeometriska vieta,,https://problems.ru/view_by_subject_new.php?parent=550
congruentTrianglesAsLocus,geometricLoci,7,Vienādi palīgtrijstūri un ģeometriska vieta,Vienādi palīgtrijstūri un ģeometriska vieta,,https://problems.ru/view_by_subject_new.php?parent=617
homothetyAndLocus,geometricLoci,8,Homotētija un ģeometriska vieta,Homotētija un ģeometriska vieta,,https://problems.ru/view_by_subject_new.php?parent=552
locusAsTool,geometricLoci,9,Ģeometriskā vieta kā palīglīdzeklis,Ģeometriskā vieta kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=553
lociWithPositiveArea,geometricLoci,10,Ģeometriska vieta ar nenulles laukumu,Ģeometriska vieta ar nenulles laukumu,,https://problems.ru/view_by_subject_new.php?parent=554
carnotTheorem,geometricLoci,11,Karno teorēma,Karno teorēma,,https://problems.ru/view_by_subject_new.php?parent=555
fermatApolloniusCircle,geometricLoci,12,Fermā-Apolonija riņķa līnija,Fermā-Apolonija riņķa līnija,,https://problems.ru/view_by_subject_new.php?parent=557
otherGeometricLoci,geometricLoci,13,Citi uzdevumi par ģeometrisko vietu,Citi uzdevumi par ģeometrisko vietu,,https://problems.ru/view_by_subject_new.php?parent=558
inequalitiesOnTriangleElements,geometricInequalities,1,Nevienādības trijstūra elementiem,Nevienādības trijstūra elementiem,,https://problems.ru/view_by_subject_new.php?parent=310
triangleInequality,geometricInequalities,2,Trijstūra nevienādība,Trijstūra nevienādība,,https://problems.ru/view_by_subject_new.php?parent=520
triangleArrayVsHalfProductOfTwoSides,geometricInequalities,3,Trijstūra laukums nepārsniedz divu malu reizinājuma pusi,Trijstūra laukums nepārsniedz divu malu reizinājuma pusi,,https://problems.ru/view_by_subject_new.php?parent=521
inequalitiesOnArrays,geometricInequalities,4,Figūru laukumu nevienādības,Figūru laukumu nevienādības,,https://problems.ru/view_by_subject_new.php?parent=522
arraysOfNestedShapes,geometricInequalities,5,"Laukums, ja viena figūra ir otras iekšpusē","Laukums, ja viena figūra ir otras iekšpusē",,https://problems.ru/view_by_subject_new.php?parent=523
inequalitiesOnAngles,geometricInequalities,6,Nevienādības ar leņķiem,Nevienādības ar leņķiem,,https://problems.ru/view_by_subject_new.php?parent=962
polygonalLinesInSquares,geometricInequalities,7,Lauztas līnijas kvadrātā,Lauztas līnijas kvadrātā,,https://problems.ru/view_by_subject_new.php?parent=524
inequalitiesOnQuadrilateral,geometricInequalities,8,Nevienādības četrstūrī,Nevienādības četrstūrī,,https://problems.ru/view_by_subject_new.php?parent=525
inequalitiesOnPolygons,geometricInequalities,9,Nevienādības daudzstūrī,Nevienādības daudzstūrī,,https://problems.ru/view_by_subject_new.php?parent=526
otherGeometricInequalities,geometricInequalities,10,Citas ģeometriskās nevienādības,Citas ģeometriskās nevienādības,,https://problems.ru/view_by_subject_new.php?parent=527
inequalitiesOnMedians,inequalitiesOnTriangleElements,1,Nevienādības ar mediānām,Nevienādības ar mediānām,,https://problems.ru/view_by_subject_new.php?parent=311
inequalitiesOnAltitudes,inequalitiesOnTriangleElements,2,Nevienādības ar augstumiem,Nevienādības ar augstumiem,,https://problems.ru/view_by_subject_new.php?parent=312
inequalitiesOnAngleBisectors,inequalitiesOnTriangleElements,3,Nevienādības ar bisektrisēm,Nevienādības ar bisektrisēm,,https://problems.ru/view_by_subject_new.php?parent=313
inequalitiesOnTriangleSides,inequalitiesOnTriangleElements,4,Nevienādības ar malu garumiem,Nevienādības ar malu garumiem,,https://problems.ru/view_by_subject_new.php?parent=314
inequalitiesOnTriangleCircles,inequalitiesOnTriangleElements,5,"Nevienādības ar ievilktām, apvilktām, pievilktām riņķa līnijām","Nevienādības ar ievilktām, apvilktām, pievilktām riņķa līnijām",,https://problems.ru/view_by_subject_new.php?parent=315
symmetricInequalitiesOnAngles,inequalitiesOnTriangleElements,6,Simetriskas nevienādības trijstūra leņķiem,Simetriskas nevienādības trijstūra leņķiem,,https://problems.ru/view_by_subject_new.php?parent=316
inequalitiesOnTriangleAngles,inequalitiesOnTriangleElements,7,Nevienādības trijstūra leņķiem,Nevienādības trijstūra leņķiem,,https://problems.ru/view_by_subject_new.php?parent=317
inequalitiesOnTriangleArea,inequalitiesOnTriangleElements,8,Nevienādības trijstūra laukumam,Nevienādības trijstūra laukumam,,https://problems.ru/view_by_subject_new.php?parent=318
longestSideOppositeToLargestAngle,inequalitiesOnTriangleElements,9,Pretī garākajai malai ir platākais leņķis,Pretī garākajai malai ir platākais leņķis,,https://problems.ru/view_by_subject_new.php?parent=319
triangleSegmentShorterThanSide,inequalitiesOnTriangleElements,10,Nogrieznis trijstūra iekšpusē īsāks par garāko malu,Nogrieznis trijstūra iekšpusē īsāks par garāko malu,,https://problems.ru/view_by_subject_new.php?parent=320
perpendicularAsShortestDistance,inequalitiesOnTriangleElements,11,Perpendikuls kā īsākais attālums,"Perpendikulārs kā īsākais attālums, nevienādības taisnleņķa trijstūriem",,https://problems.ru/view_by_subject_new.php?parent=321
inequalitiesOnAcuteTriangles,inequalitiesOnTriangleElements,12,Nevienādības šaurleņķu trijstūriem,Nevienādības šaurleņķu trijstūriem,,https://problems.ru/view_by_subject_new.php?parent=322
otherInequalitiesOnTriangleElements,inequalitiesOnTriangleElements,13,Citas trijstūra elementu nevienādības,Citas trijstūra elementu nevienādības,,https://problems.ru/view_by_subject_new.php?parent=323
triangleInequalityAlgebraicProblems,triangleInequality,1,Algebriski uzdevumi par trijstūra nevienādību,Algebriski uzdevumi par trijstūra nevienādību,,https://problems.ru/view_by_subject_new.php?parent=528
sumOfQuadrilateralDiagonals,triangleInequality,2,Četrstūra diagonāļu garumu summa,Četrstūra diagonāļu garumu summa,,https://problems.ru/view_by_subject_new.php?parent=529
otherTriangleInequality,triangleInequality,3,Citi uzdevumi par trijstūra nevienādību,Citi uzdevumi par trijstūra nevienādību,,https://problems.ru/view_by_subject_new.php?parent=530
areaRatio,area,1,Laukumu attiecība,Laukumu attiecība,,https://problems.ru/view_by_subject_new.php?parent=632
areaOfTriangle,area,2,Trijstūra laukums,Trijstūra laukums,,https://problems.ru/view_by_subject_new.php?parent=447
areaOfTrapezoid,area,3,Trapeces laukums,Trapeces laukums,,https://problems.ru/view_by_subject_new.php?parent=650
areaOfParallelogram,area,4,Paralelograma laukums,Paralelograma laukums,,https://problems.ru/view_by_subject_new.php?parent=655
areaOfQuadrilateral,area,5,Četrstūra laukums,Četrstūra laukums,,https://problems.ru/view_by_subject_new.php?parent=452
areaOfPolygon,area,6,Daudzstūra laukums,Daudzstūra laukums,,https://problems.ru/view_by_subject_new.php?parent=622
areaOfCircleSectorSegment,area,7,"Apļa, sektora un segmenta laukums","Apļa, sektora un segmenta laukums",,https://problems.ru/view_by_subject_new.php?parent=602
areasOfCurvedShapes,area,8,Līklīniju figūru laukumi,Līklīniju figūru laukumi,,https://problems.ru/view_by_subject_new.php?parent=453
linesDividingShapesByArea,area,9,Taisnes un līknes dala figūras vienlielās daļās,Taisnes un līknes dala figūras vienlielās daļās,,https://problems.ru/view_by_subject_new.php?parent=451
areaAsTool,area,10,Laukums kā palīglīdzeklis,Laukums kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=454
areaAsSumOfComponentAreas,area,11,Figūras laukums ir tās sastāvdaļu laukumu summa,Figūras laukums ir tās sastāvdaļu laukumu summa,,https://problems.ru/view_by_subject_new.php?parent=664
regroupingAreas,area,12,Laukumu pārgrupēšana,Laukumu pārgrupēšana,,https://problems.ru/view_by_subject_new.php?parent=455
computingAreas,area,13,Laukumu aprēķināšana,Laukumu aprēķināšana,,https://problems.ru/view_by_subject_new.php?parent=448
otherArea,area,14,Citi uzdevumi par laukumu,Citi uzdevumi par laukumu,,https://problems.ru/view_by_subject_new.php?parent=456
medianDividingArea,areaRatio,1,Mediāna dala laukumu uz pusēm,Mediāna dala laukumu uz pusēm,,https://problems.ru/view_by_subject_new.php?parent=639
triangleAreasSameBaseOrAltitude,areaRatio,2,"Trijstūru laukumi, kam kopīgs pamats vai augstums","Trijstūru laukumi, kam kopīgs pamats vai augstums",,https://problems.ru/view_by_subject_new.php?parent=640
triangleAreasSameAngle,areaRatio,3,"Trijstūru laukumi, kam kopīgs leņķis","Trijstūru laukumi, kam kopīgs leņķis",,https://problems.ru/view_by_subject_new.php?parent=641
similarTriangleAreas,areaRatio,4,Līdzīgu trijstūru laukumu attiecība,Līdzīgu trijstūru laukumu attiecība,,https://problems.ru/view_by_subject_new.php?parent=648
similarShapeAreas,areaRatio,5,Līdzīgu figūru laukumu attiecība,Līdzīgu figūru laukumu attiecība,,https://problems.ru/view_by_subject_new.php?parent=649
otherAreaRatios,areaRatio,6,Citas laukumu attiecības,Citas laukumu attiecības,,https://problems.ru/view_by_subject_new.php?parent=642
triangleAreaBaseAltitude,areaOfTriangle,1,Trijstūra laukums ar pamatu un augstumu,Trijstūra laukums ar pamatu un augstumu,,https://problems.ru/view_by_subject_new.php?parent=661
triangleAreaTwoSidesAndAngle,areaOfTriangle,2,Trijstūra laukums ar divām malām un leņķi,Trijstūra laukums ar divām malām un leņķi,,https://problems.ru/view_by_subject_new.php?parent=662
heronFormula,areaOfTriangle,3,Hērona formula,Hērona formula,,https://problems.ru/view_by_subject_new.php?parent=658
areaSemiperimeterInradius,areaOfTriangle,4,Trijstūra laukums ar pusperimetru un ievilktās rinķa līnijas rādiusu,Trijstūra laukums ar pusperimetru un ievilktās rinķa līnijas rādiusu,,https://problems.ru/view_by_subject_new.php?parent=665
triangleAreaOtherFormulas,areaOfTriangle,5,Dažādas trijstūra laukuma formulas,Dažādas trijstūra laukuma formulas,,https://problems.ru/view_by_subject_new.php?parent=657
otherAreaOfTriangle,areaOfTriangle,6,Citi uzdevumi par trijstūra laukumu,Citi uzdevumi par trijstūra laukumu,,https://problems.ru/view_by_subject_new.php?parent=660
isometries,planeTransformations,1,Kongruences pārveidojumi,Kongruences pārveidojumi,,https://problems.ru/view_by_subject_new.php?parent=467
similarityTransformation,planeTransformations,2,Līdzības pārveidojumi,Līdzības pārveidojumi,,https://problems.ru/view_by_subject_new.php?parent=468
inversion,planeTransformations,3,Inversija,Inversija,,https://problems.ru/view_by_subject_new.php?parent=469
projectionToLine,planeTransformations,4,Projekcija uz taisni,Projekcija uz taisni,,https://problems.ru/view_by_subject_new.php?parent=608
compositionOfPlaneTransformations,planeTransformations,5,Plaknes pārveidojumu kompozīcija,Plaknes pārveidojumu kompozīcija,,https://problems.ru/view_by_subject_new.php?parent=606
otherPlaneTransformations,planeTransformations,6,Citi plaknes pārveidojumi,Citi plaknes pārveidojumi,,https://problems.ru/view_by_subject_new.php?parent=470
isogonalConjugate,planeTransformations,7,Pārveidojums par izogonāli saistīto,Pārveidojums par izogonāli saistīto,,https://problems.ru/view_by_subject_new.php?parent=1901
planarTranslations,isometries,1,Paralēlā pārnese,Paralēlā pārnese,,https://problems.ru/view_by_subject_new.php?parent=472
planarRotations,isometries,2,Pagrieziens,Pagrieziens,,https://problems.ru/view_by_subject_new.php?parent=473
axialAndGlideReflection,isometries,3,Ass simetrija,Ass simetrija,,https://problems.ru/view_by_subject_new.php?parent=474
composingIsometriesChasles,isometries,4,Kongruences pārveidojumu kompozīcija,"Kongruences pārveidojumu kompozīcija, M.Šala (Michel Chasles) teorēma",,https://problems.ru/view_by_subject_new.php?parent=471
otherCongruenceTransformations,isometries,5,Citi kongruences pārveidojumi,Citi kongruences pārveidojumi,,https://problems.ru/view_by_subject_new.php?parent=475
homothety,similarityTransformation,1,Homotētija,Homotētija,,https://problems.ru/view_by_subject_new.php?parent=476
similarShapes,similarityTransformation,2,Līdzīgas figūras,Līdzīgas figūras,,https://problems.ru/view_by_subject_new.php?parent=477
otherSimilarityTransformation,similarityTransformation,3,Citi līdzības pārveidojumi,Citi līdzības pārveidojumi,,https://problems.ru/view_by_subject_new.php?parent=479
inversionProperties,inversion,1,Inversijas īpašības,Inversijas īpašības,,https://problems.ru/view_by_subject_new.php?parent=480
inversionCircleConstruction,inversion,2,Riņķu konstruēšana inversijai,Riņķu konstruēšana inversijai,,https://problems.ru/view_by_subject_new.php?parent=481
mohrMacheroniTheorem,inversion,3,Mora-Maskeroni teorēma,Mora-Maskeroni teorēma,,https://problems.ru/view_by_subject_new.php?parent=482
pointAndCircleIncidence,inversion,4,"Punkti uz riņķa līnijas un riņķi, kas iet caur vienu punktu","Punkti uz riņķa līnijas un riņķi, kas iet caur vienu punktu",,https://problems.ru/view_by_subject_new.php?parent=484
chainsOfCircles,inversion,5,"Riņķa līniju ķēdes, Feierbaha teorēma","Riņķa līniju ķēdes, Feierbaha teorēma",,https://problems.ru/view_by_subject_new.php?parent=485
inversionAsTool,inversion,6,Inversija kā palīglīdzeklis,Inversija kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=483
otherInversion,inversion,7,Citi uzdevumi par inversiju,Citi uzdevumi par inversiju,,https://problems.ru/view_by_subject_new.php?parent=486
orthogonalProjection,projectionToLine,1,Ortogonāla projekcija,Ortogonāla projekcija,,https://problems.ru/view_by_subject_new.php?parent=609
compositionOfProjectionsToLine,projectionToLine,2,Projekciju kompozīcija,Projekciju kompozīcija,,https://problems.ru/view_by_subject_new.php?parent=611
otherProjectionToPlane,projectionToLine,3,Citas projekcijas uz taisni,Citas projekcijas uz taisni,,https://problems.ru/view_by_subject_new.php?parent=612
planarTranslationsProperties,planarTranslations,1,Paralēlās pārneses īpašības,Paralēlās pārneses īpašības,,https://problems.ru/view_by_subject_new.php?parent=670
planarTranslationConstructions,planarTranslations,2,Paralēlās pārneses konstrukcija un ģeometriskās vietas,Paralēlās pārneses konstrukcija un ģeometriskās vietas,,https://problems.ru/view_by_subject_new.php?parent=488
compositionOfPlanarTranslations,planarTranslations,3,Paralēlo pārnešu kompozīcija,Paralēlo pārnešu kompozīcija,,https://problems.ru/view_by_subject_new.php?parent=626
planarTranslationAsTool,planarTranslations,4,Paralēlā pārnese kā palīglīdzeklis,Paralēlā pārnese kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=487
otherPlanarTranslations,planarTranslations,5,Citas paralēlās pārneses,Citas paralēlās pārneses,,https://problems.ru/view_by_subject_new.php?parent=489
pointReflections,planarRotations,1,Centrālā simetrija,Centrālā simetrija,,https://problems.ru/view_by_subject_new.php?parent=490
rotationsBy60And120,planarRotations,2,Pagriezieni par 60 un 120 grādiem,Pagriezieni par 60 un 120 grādiem,,https://problems.ru/view_by_subject_new.php?parent=492
compositionOfRotations,planarRotations,3,Pagriezienu kompozīcijas,Pagriezienu kompozīcijas,,https://problems.ru/view_by_subject_new.php?parent=493
rotationsBy90,planarRotations,4,Pagrieziens par 90 grādiem,Pagrieziens par 90 grādiem,,https://problems.ru/view_by_subject_new.php?parent=494
rotationAsTool,planarRotations,5,Pagrieziens kā palīglīdzeklis,Pagrieziens kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=625
otherPlanarRotations,planarRotations,6,Citi pagriezieni,Citi pagriezieni,,https://problems.ru/view_by_subject_new.php?parent=495
axialReflectionAsTool,axialAndGlideReflection,1,Ass simetrija kā palīglīdzeklis,Ass simetrija kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=500
axialReflectionConstructions,axialAndGlideReflection,2,Ass simetrija un konstrukcijas,Ass simetrija un konstrukcijas,,https://problems.ru/view_by_subject_new.php?parent=501
axialReflectionInequalitiesExtremes,axialAndGlideReflection,3,"Ass simetrija, nevienādības un ekstrēmi","Ass simetrija, nevienādības un ekstrēmi",,https://problems.ru/view_by_subject_new.php?parent=502
compositionsOfAxialReflections,axialAndGlideReflection,4,Ass simetriju kompozīcija,Ass simetriju kompozīcija,,https://problems.ru/view_by_subject_new.php?parent=503
axialSymmetryProperties,axialAndGlideReflection,5,Simetriju un simetrijas asu īpašības,Simetriju un simetrijas asu īpašības,,https://problems.ru/view_by_subject_new.php?parent=504
otherAxialAndGlideReflection,axialAndGlideReflection,6,Ass un slīdošā simetrija,Ass un slīdošā simetrija,,https://problems.ru/view_by_subject_new.php?parent=506
homotheticPolygons,homothety,1,Homotētiski daudzstūri,Homotētiski daudzstūri,,https://problems.ru/view_by_subject_new.php?parent=508
homotheticCircles,homothety,2,Homotētiskas riņķa līnijas,Homotētiskas riņķa līnijas,,https://problems.ru/view_by_subject_new.php?parent=509
homotheticConstructions,homothety,3,Homotētijas konstruēšana un ģeometriskās vietas,Homotētijas konstruēšana un ģeometriskās vietas,,https://problems.ru/view_by_subject_new.php?parent=510
compositionsOfHomotheties,homothety,4,Homotētiju kompozīcijas,Homotētiju kompozīcijas,,https://problems.ru/view_by_subject_new.php?parent=511
homothetyWithRotation,homothety,5,Homotētija ar pagriezienu,Homotētija ar pagriezienu,,https://problems.ru/view_by_subject_new.php?parent=512
circleOfSimilarityThreeShapes,homothety,6,Trīs figūru līdzības riņķa līnija,Trīs figūru līdzības riņķa līnija,,https://problems.ru/view_by_subject_new.php?parent=516
homothetyAsTool,homothety,7,Homotētija kā palīglīdzeklis,Homotētija kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=633
otherHomothety,homothety,8,Citas homotētijas,Citas homotētijas,,https://problems.ru/view_by_subject_new.php?parent=517
centralAngle,circles,1,Centrālais leņķis,"Centrālais leņķis, loka un riņķa līnijas garums",,https://problems.ru/view_by_subject_new.php?parent=597
angleVsArcChordLength,circles,2,Leņķa saistība ar loka un hordas garumu,Leņķa saistība ar loka un hordas garumu,,https://problems.ru/view_by_subject_new.php?parent=383
inscribedAngle,circles,3,Ievilktie leņķi,Ievilktie leņķi,,https://problems.ru/view_by_subject_new.php?parent=379
tangentLinesAndClircles,circles,4,Pieskares taisnes un pieskares riņķa līnijas,Pieskares taisnes un pieskares riņķa līnijas,,https://problems.ru/view_by_subject_new.php?parent=391
diameterChordSecant,circles,5,"Diametrs, hordas un sekantes","Diametrs, hordas un sekantes",,https://problems.ru/view_by_subject_new.php?parent=399
twoCircleArrangements,circles,6,Divu riņķa līniju savstarpējs novietojums,Divu riņķa līniju savstarpējs novietojums,,https://problems.ru/view_by_subject_new.php?parent=630
intersectingCircles,circles,7,Krustiskas riņķa līnijas,Krustiskas riņķa līnijas,,https://problems.ru/view_by_subject_new.php?parent=973
concentricCircles,circles,8,Koncentriskas riņķa līnijas,Koncentriskas riņķa līnijas,,https://problems.ru/view_by_subject_new.php?parent=601
threeCirclesWithEqualRadius,circles,9,Trīs vienāda rādiusa riņķa līnijas,Trīs vienāda rādiusa riņķa līnijas,,https://problems.ru/view_by_subject_new.php?parent=402
fourConcyclicPoints,circles,10,Četri punkti uz vienas riņķa līnijas,Četri punkti uz vienas riņķa līnijas,,https://problems.ru/view_by_subject_new.php?parent=603
theoremOnTriangleAltitudes,circles,11,Teorēma par trijstūra augstumiem,Teorēma par trijstūra augstumiem,,https://problems.ru/view_by_subject_new.php?parent=403
radialAxisOfTwoCircles,circles,12,Radikālā ass,Radikālā ass,,https://problems.ru/view_by_subject_new.php?parent=404
circlesInscribedInSegment,circles,13,Riņķa līnijas ievilktas segmentā,Riņķa līnijas ievilktas segmentā,,https://problems.ru/view_by_subject_new.php?parent=405
auxiliaryCircles,circles,14,Palīga riņķa līnija,Palīga riņķa līnija,,https://problems.ru/view_by_subject_new.php?parent=604
circleSectorSegment,circles,15,"Riņķis, sektors, segments","Riņķis, sektors, segments",,https://problems.ru/view_by_subject_new.php?parent=605
metricRelationsWithCircles,circles,16,Metriskas attiecības,Metriskas attiecības,,https://problems.ru/view_by_subject_new.php?parent=407
otherCircles,circles,17,Citi uzdevumi par riņķa līniju,Citi uzdevumi par riņķa līniju,,https://problems.ru/view_by_subject_new.php?parent=411
inscribedAngleHalfOfCentralAngle,inscribedAngle,1,Ievilkts leņķis ir puse no centra leņķa,Ievilkts leņķis ir puse no centra leņķa,,https://problems.ru/view_by_subject_new.php?parent=666
anglesSubtendedByEqualArcs,inscribedAngle,2,Leņķi balstās uz vienādiem lokiem un vienādām hordām,Leņķi balstās uz vienādiem lokiem un vienādām hordām,,https://problems.ru/view_by_subject_new.php?parent=380
anglesSubtendedByDiameter,inscribedAngle,3,Ievilkts leņķis balstās uz diametru,Ievilkts leņķis balstās uz diametru,,https://problems.ru/view_by_subject_new.php?parent=629
angleOfTwoChordsOrSecantLines,inscribedAngle,4,Leņķis starp divām hordām un divām sekantēm,Leņķis starp divām hordām un divām sekantēm,,https://problems.ru/view_by_subject_new.php?parent=381
segmentVisibleFromSameAngle,inscribedAngle,5,"Nogrieznis, ko no diviem punktiem redz vienādā leņķī","Nogrieznis, ko no diviem punktiem redz vienādā leņķī",,https://problems.ru/view_by_subject_new.php?parent=1691
